IDENT;SEXO;ESTUDIOS_PADRE;ESTUDIOS_MADRE;EST_B2_2;EST_M1;EST_B11_2;EST_B11_3
854;2;8;8;2;2;2;2
855;2;4;6;2;2;1;2
856;2;5;8;2;2;1;2
857;2;2;7;2;2;2;2
858;2;4;7;2;2;2;2
859;2;5;8;2;2;1;2
860;2;4;4; ;2;2;2
861;2;9;8; ;2;1;2
862;2;8;8; ;2;1;2
863;2;8;5;2;2;2;2
864;2;4;5;2;2;1;2
865;2;9;9; ;2;2;2
866;2;2;7; ;2;2;2
867;2;5;7;2;2;2;2
868;2;4;5;2;1;2;2
869;2;8;9; ;2;2;2
870;2;3;3;2;2;2;2
871;2;4;4;2;2;2;2
872;2;4;4;2;2;2;2
873;2;8;4; ;2;2;2
874;2;4;6;2;2;2;2
875;2;5;8;2;2;2;2
876;2;3;3;2;2;2;2
877;2;7;7; ;2;2;2
878;2;8;5; ;2;2;2
879;1;9;9;2;2;2;2
880;1;7;7; ;2;2;2
881;1;5;5; ;2;2;2
882;2;3;3; ;2;2;2
883;2;4;8; ;2;2;2
884;2;3;3; ;2;2;2
885;2;3;3;2;2;2;2
886;2;3;3;2;2;2;2
887;2;8;3;2;2;2;2
888;2;8;5; ;2;2;2
889;2;8;7; ;2;2;2
890;2;4;4; ;2;2;2
891;2;3;3;2;2;2;2
892;2;6;6; ;2;1;2
893;2;4;5;2;2;2;2
894;2;9;3; ;2;2;2
895;2;4;3; ;2;1;2
896;2;4;3; ;2;2;2
897;2;4;4;2;2;2;2
898;2;3;3;2;2;2;2
899;2;4;5; ;2;2;2
900;2;4;5;2;2;2;2
901;2;3;3; ;2;2;2
902;2;4;4; ;2;2;2
903;2;2;3;2;2;2;2
904;2;4;3;2;2;2;2
905;2;2;2;2;2;2;2
906;2;8;4; ;2;2;2
907;2;2;3;2;2;2;2
908;2;2;3; ;2;2;2
909;2;2;2; ;2;1;2
910;2;3;3; ;2;2;2
911;2;2;2;2;2;2;2
912;2;5;5; ;2;2;2
913;1;4;5; ;2;1;2
914;1;3;7;2;2;1;2
915;1;2;6; ;1;2;2
916;2;2;3;2;2;2;2
917;2;4;2;2;2;1;2
918;2;4;4;2;2;2;2
919;2;4;5;2;1;2;2
920;2;6;6;2;2;1;2
921;2;6;3;2;1;2;2
922;2;4;5;2;2;1;2
923;2;7;4; ;2;2;2
924;2;9;9;2;2;2;2
925;2;4;4;1;2;1;2
926;2;8;7; ;2;1;2
927;2;4;7; ;2;1;2
928;2;4;4;2;2;2;2
929;2;3;3;2;2;2;2
930;2;6;9;2;2;1;2
931;2;8;4;2;2;2;2
932;2;3;5;2;2;2;2
933;2;3;8; ;2;1;2
934;2;3;8; ;2;2;2
935;2;4;4;2;2;2;2
936;2;3;7;2;2;1;2
937;2;4;5;2;2;2;2
938;2;9;3; ;2;2;2
939;2;3;5; ;1;2;2
940;2;5;8; ;2;2;2
941;2;8;8; ;2;2;2
942;2;7;7;2;2;2;2
943;2;3;8;2;2;2;2
944;2;4;6; ;2;2;2
945;2;6;6;2;2;2;2
946;2;4;2;2;2;2;2
947;2;5;3; ;2;2;2
948;2;9;4;2;2;2;2
949;2;9;8;2;1;1;2
950;2;4;7;2;2;2;2
951;2;8;4; ;2;1;2
952;2;5;8; ;2;2;2
953;2;7;3;2;2;2;2
954;2;3;5;2;2;2;2
955;2;3;6;2;2;2;2
956;2;6;4;2;2;2;2
957;2;5;5;2;2;2;2
958;2;7;6;2;2;2;2
959;2;8;8; ;2;2;2
960;2;4;4;2;2;2;2
961;2;2;1;2;2;2;2
962;2;6;4;2;2;2;2
963;2;8;5;2;2;2;2
964;2;3;7;2;2;1;2
965;2;5;5; ;2;2;2
966;2;5;4;2;2;1;2
967;2;3;4;2;2;2;2
968;2;2;6;2;2;2;2
969;2;8;8; ;2;2;2
970;2;7;3;2;2;2;2
971;2;3;3; ;2;2;2
972;2;6;3; ;2;2;2
973;2;4;4;2;2;2;2
974;2;9;9; ;2;2;2
975;2;7;8;2;1;1;2
976;2;6;8; ;2;1;2
977;2;5;5;2;1;2;2
978;2;6;3;2;2;2;2
979;2;5;7;2;2;2;2
980;2;4;4; ;2;2;2
981;2;4;5;2;2;1;2
982;2;8;5;2;2;2;2
983;2;8;5;2;2;2;2
984;2;8;4;2;2;2;2
985;2;3;3;2;2;2;2
986;2;8;6; ;2;1;2
987;2;3;3; ;2;1;2
988;2;4;6;2;2;2;2
989;2;7;7; ;1;1;2
990;2;9;9;2;2;2;2
991;2;2;3; ;2;2;2
992;2;4;4;2;2;2;2
993;2;9;5;2;2;2;2
994;2;9;6;1;1;2;2
995;2;3;5; ;2;2;2
996;2;4;4; ;2;2;2
997;2;2;3; ;2;2;2
998;1;2;2; ;2;2;2
999;2;4;3; ;2;2;2
1000;2;8;8; ;2;2;2
1001;2;3;8;2;2;1;2
1002;2;2;3;2;2;2;2
1003;2;4;4; ;2;2;2
1004;2;2;2; ;2;2;2
1005;2;9;9; ;2;2;2
1006;2;5;5;2;2;2;2
1007;2;6;3; ;2;2;2
1008;2;4;8; ;2;2;2
1009;2;4;4; ;2;2;2
1010;2;8;3;2;2;2;2
1011;2;2;3;2;2;2;2
1012;2;7;2; ;2;1;2
1013;2;2;3; ;2;2;2
1014;2;3;3; ;2;2;2
1015;2;6;3; ;2;2;2
1016;1;5;9;2;2;2;2
1017;1;3;3;2;2;1;2
1018;1;4;8; ;2;1;2
1019;2;4;8;2;2;1;2
1020;2;4;7;2;2;1;2
1021;2;3;3;2;2;2;2
1022;2;3;3; ;2;2;2
1023;2;3;3;2;2;2;2
1024;2;5;4;2;2;2;2
1025;2;8;7;2;1;1;2
1026;2;3;3;2;2;2;2
1027;2;3;3;2;2;2;2
1028;2;7;6;2;2;2;2
1029;2;4;4;9;2;1;2
1030;2;3;4;2;2;1;2
1031;2;3;8;2;2;1;2
1032;2;8;8;2;1;1;2
1033;2;8;3;2;2;1;2
1034;2;7;7; ;2;2;2
1035;2;3;4;2;2;2;2
1036;2;8;8; ;2;2;2
1037;2;3;4;2;2;2;2
1038;2;5;5;2;2;2;2
1039;2;8;8; ;2;1;2
1040;2;8;5;2;2;2;2
1041;2;3;8;2;1;2;2
1042;2;8;8; ;2;2;2
1043;2;4;6; ;1;2;2
1044;2;8;6;2;2;2;2
1045;2;5;4; ;2;2;2
1046;2;3;2;2;2;2;2
1047;2;2;9; ;2;1;2
1048;2;4;4;2;2;2;2
1049;2;8;5; ;2;2;2
1050;2;4;5;2;2;1;2
1051;2;3;7;2;2;1;2
1052;2;4;7;2;1;2;2
1053;2;4;4;2;2;2;2
1054;2;9;3;2;2;2;2
1055;2;3;3;2;2;1;2
1056;2;4;3; ;2;2;2
1057;2;8;8; ;2;1;2
1058;2;6;6;2;2;2;2
1059;2;3;4; ;2;2;2
1060;2;3;3;2;2;2;2
1061;2;4;5;2;2;2;2
1062;2;4;5; ;2;1;2
1063;2;6;4;2;2;2;2
1064;2;4;5;2;2;2;2
1065;2;4;6;2;2;2;2
1066;2;8;8; ;1;2;2
1067;2;8;8; ;2;1;2
1068;2;4;3;2;2;2;2
1069;2;4;4; ;2;1;2
1070;2;3;3;2;2;2;2
1071;2;3;3;2;2;1;2
1072;2;6;7;1;2;2;2
1073;2;3;3;2;1;2;2
1074;2;4;4;2;2;2;2
1075;2;9;8;2;2;1;2
1076;2;2;4;2;2;2;2
1077;2;8;6; ;2;2;2
1078;2;7;8; ;2;2;2
1079;2;6;7; ;2;1;2
1080;2;4;5; ;2;2;2
1081;2;8;8; ;2;1;2
1082;2;6;5; ;2;2;2
1083;1;2;1;2;2;2;2
1084;2;4;4; ;1;1;2
1085;2;5;4;2;2;2;2
1086;2;4;8; ;2;2;2
1087;2;4;4;2;2;2;2
1088;2;4;4; ;2;2;2
1089;2;5;5; ;2;2;2
1090;2;2;2; ;2;2;2
1091;2;3;3;2;2;1;2
1092;2;3;3; ;2;2;2
1093;2;3;3; ;2;2;2
1094;2;3;3; ;2;2;2
1095;2;4;5; ;2;2;2
1096;2;6;8; ;2;2;2
1097;2;6;7;2;2;2;2
1098;2;2;3; ;2;2;2
1099;2;6;4; ;2;2;2
1100;2;6;6;2;2;2;2
1101;2;2;2; ;2;2;2
1102;2;2;2; ;2;1;2
1103;2;2;2; ;2;1;2
1104;2;2;2; ;2;2;2
1105;2;7;6; ;2;2;2
1106;1;8;8; ;2;2;2
1107;2;5;8; ;2;2;2
1108;2;9;9;2;2;2;2
1109;2;8;8; ;2;2;2
1110;2;4;4; ;2;2;2
1111;2;3;4;2;2;2;2
1112;2;4;4;2;2;2;2
1113;2;8;4;2;1;2;2
1114;2;5;5; ;2;1;2
1115;2;8;4;2;2;2;2
1116;2;6;7;2;2;2;2
1117;2;9;8; ;2;2;2
1118;2;9;4;2;2;2;2
1119;2;6;7;2;2;2;2
1120;2;9;9;2;2;2;2
1121;2;3;3;2;1;2;2
1122;2;8;8; ;2;1;2
1123;2;2;5;2;2;1;2
1124;2;5;4; ;2;2;2
1125;2;3;1;2;2;2;2
1126;2;4;3; ;2;2;2
1127;2;7;7; ;2;1;2
1128;2;5;8;1;2;2;2
1129;2;4;3;2;2;1;2
1130;2;9;5;2;2;2;2
1131;2;4;4;2;2;1;2
1132;2;6;5; ;2;2;2
1133;2;7;8; ;1;1;2
1134;2;4;4;2;2;2;2
1135;2;4;6;2;2;2;2
1136;2;4;7;2;2;2;2
1137;2;3;3;2;2;2;2
1138;2;3;3;2;2;2;2
1139;2;3;7; ;2;2;2
1140;2;4;4; ;2;1;1
1141;2;3;4;2;2;2;2
1142;2;4;2;2;2;2;2
1143;2;7;8;2;2;2;2
1144;2;4;4; ;1;1;2
1145;2;6;8;1;2;1;2
1146;2;4;4; ;2;1;2
1147;2;7;4;2;2;2;2
1148;2;8;8;1;2;2;2
1149;2;4;7; ;2;2;2
1150;2;8;8;2;2;1;2
1151;1;5;8; ;2;2;2
1152;1;3;8; ;2;2;2
1153;2;8;4; ;2;2;2
1154;2;8;8;2;1;2;2
1155;2;9;9; ;2;2;2
1156;2;3;3;2;2;2;2
1157;2;3;3;2;1;2;2
1158;2;9;8;2;2;2;2
1159;2;5;8; ;1;2;2
1160;2;3;3;2;2;2;2
1161;2;8;8; ;2;2;2
1162;2;8;4; ;2;2;2
1163;2;4;4; ;2;2;2
1164;2;7;8; ;2;2;2
1165;2;3;3;2;2;2;2
1166;2;3;3;2;2;2;2
1167;2;7;7; ;2;2;2
1168;2;9;8;2;2;2;2
1169;2;5;3; ;2;2;2
1170;2;4;8; ;2;2;2
1171;2;4;4; ;2;1;2
1172;2;4;5;2;2;1;2
1173;2;9;7; ;2;2;2
1174;2;2;3;2;2;2;2
1175;2;9;9;2;2;2;2
1176;2;4;4;2;2;2;2
1177;2;4;3; ;2;2;2
1178;2;8;8; ;2;2;2
1179;2;8;5; ;2;2;2
1180;2;6;8; ;2;2;2
1181;2;8;8; ;2;1;2
1182;2;4;4; ;2;2;2
1183;2;3;3; ;2;2;2
1184;2;9;8; ;2;2;2
1185;2;5;5; ;2;2;2
1186;2;3;4;2;1;2;2
1187;2;2;4; ;2;2;2
1188;2;3;4;2;2;1;2
1189;1;5;3;2;2;2;2
1190;1;6;3; ;2;2;2
1191;1;3;3; ;2;2;2
1192;2;2;2; ;2;2;2
1193;2;8;3; ;2;1;2
1194;2;3;5;2;1;1;2
1195;2;9;2; ;2;2;2
1196;2;4;6;2;2;2;2
1197;2;7;7; ;2;2;2
1198;2;8;5; ;2;2;2
1199;2;3;3; ;2;2;2
1200;2;2;9;2;2;2;2
1201;2;3;3; ;2;2;2
1202;2;8;5; ;2;1;2
1203;2;3;3;2;2;2;2
1204;2;8;8;2;2;2;2
1205;2;3;8; ;2;2;2
1206;2;3;3;2;2;2;2
1207;2;3;3; ;2;2;2
1208;2;3;3; ;2;2;2
1209;2;3;3; ;2;2;2
1210;2;7;6; ;2;2;2
1211;2;3;3; ;2;2;2
1212;2;5;4;2;2;1;2
1213;2;6;3; ;2;1;2
1214;2;3;3; ;2;2;2
1215;2;5;9; ;2;2;2
1216;1;5;3;2;2;2;2
1217;2;7;7;2;2;2;2
1218;2;6;3; ;2;1;2
1219;2;4;4; ;2;1;2
1220;2;4;4;2;1;2;2
1221;2;8;4;2;2;2;2
1222;2;4;5;2;2;2;2
1223;2;8;9;2;2;2;2
1224;2;3;8;2;2;2;2
1225;2;8;5; ;2;2;2
1226;2;8;8; ;2;2;2
1227;2;8;7;2;2;1;2
1228;2;4;7;2;2;2;2
1229;2;6;4; ;2;2;2
1230;2;8;5;2;2;2;2
1231;2;4;8; ;2;1;2
1232;2;8;4; ;2;2;2
1233;2;2;8;2;1;2;2
1234;2;9;9;2;1;2;2
1235;2;9;9;2;1;2;2
1236;2;4;8; ;2;1;2
1237;2;9;9;2;2;1;2
1238;2;4;4;2;2;2;2
1239;2;4;4;2;2;2;2
1240;2;4;4;2;2;2;2
1241;2;3;7; ;2;2;2
1242;1;3;8; ;2;1;2
1243;1;3;8;2;2;2;2
1244;2;3;3; ;2;2;2
1245;2;5;4;2;2;2;2
1246;2;9;9; ;2;2;2
1247;2;7;7; ;2;2;2
1248;2;3;3;2;2;2;2
1249;2;4;8; ;2;2;2
1250;2;5;4;2;2;1;2
1251;2;3;3;2;2;2;2
1252;2;8;7; ;2;2;2
1253;2;3;7;2;2;2;2
1254;2;6;6; ;2;2;2
1255;2;8;8; ;2;2;2
1256;2;6;6; ;2;1;2
1257;2;3;4; ;2;2;2
1258;2;4;4; ;1;2;2
1259;2;3;2;2;2;2;2
1260;2;3;3; ;2;2;2
1261;2;9;9; ;2;2;2
1262;1;7;2; ;2;2;2
1263;1;4;2; ;2;2;2
1264;1;6;4; ;2;1;2
1265;1;9;9;2;2;2;2
1266;2;8;8;2;2;2;2
1267;2;8;7; ;2;2;2
1268;2;3;1;2;2;2;2
1269;2;3;6;2;2;1;2
1270;2;4;8; ;2;2;2
1271;2;7;6; ;2;1;2
1272;2;6;6;2;2;2;2
1273;2;3;3; ;2;2;2
1274;2;8;5; ;2;2;2
1275;2;5;5; ;2;2;2
1276;2;5;3; ;2;1;2
1277;2;9;9;2;2;2;2
1278;2;6;5; ;2;2;2
1279;2;2;2; ;2;1;2
1280;1;7;4;1;2;2;2
1281;2;9;9;2;2;2;2
1282;2;6;5; ;1;1;2
1283;2;4;4;2;2;2;2
1284;2;8;8; ;1;2;2
1285;2;9;9;2;2;2;2
1286;2;7;5;2;2;2;2
1287;2;8;8;2;2;1;2
1288;2;4;3;2;1;1;2
1289;2;4;5;2;2;2;2
1290;2;7;4;2;1;2;2
1291;2;7;4;2;2;2;2
1292;2;9;9; ;2;1;2
1293;2;3;3; ;2;2;2
1294;2;2;2;2;2;2;2
1295;2;4;4; ;2;2;2
1296;2;5;5; ;2;2;2
1297;2;4;6; ;2;2;2
1298;1;2;3; ;2;2;2
1299;1;2;3; ;2;2;2
1300;2;4;1;2;2;2;2
1301;2;5;6; ;2;2;2
1302;2;3;3; ;2;2;2
1303;2;4;4; ;2;2;2
1304;2;3;3; ;2;2;2
1305;2;6;6; ;2;2;2
1306;2;2;3; ;2;2;2
1307;2;3;3;2;2;2;2
1308;2;2;3; ;2;1;2
1309;2;9;9; ;2;2;2
1310;2;3;3;2;2;2;2
1311;2;9;9; ;2;2;2
1312;2;3;3;2;2;2;2
1313;2;4;6; ;1;1;2
1314;2;3;3;2;2;2;2
1315;2;9;2;2;2;2;2
1316;2;8;8; ;2;2;2
1317;2;5;4;2;2;2;2
1318;2;5;5;2;2;2;2
1319;2;3;4;2;2;2;2
1320;2;9;3;2;2;2;2
1321;2;3;3;2;2;2;2
1322;2;6;8;2;2;2;2
1323;2;9;9; ;2;2;2
1324;2;6;6;2;2;2;2
1325;2;8;8;2;2;2;2
1326;2;4;4;2;2;2;2
1327;2;6;7;2;2;1;2
1328;2;4;4; ;2;1;2
1329;2;4;6; ;1;2;2
1330;2;9;9; ;2;2;2
1331;2;4;8; ;2;2;2
1332;2;4;4;2;2;2;2
1333;2;3;3;2;2;1;2
1334;2;4;4; ;2;2;2
1335;2;6;4;2;2;2;2
1336;2;4;8; ;2;2;2
1337;2;5;8;2;2;2;2
1338;2;9;4; ;2;2;2
1339;2;7;3;2;2;2;2
1340;2;8;6; ;2;1;2
1341;2;4;5; ;2;2;2
1342;1;9;9;2;2;1;2
1343;2;4;8; ;2;2;2
1344;2;3;3; ;2;2;2
1345;2;9;9; ;2;2;2
1346;2;9;9; ;2;2;2
1347;2;3;3;2;2;2;2
1348;2;8;5;2;1;2;2
1349;2;8;4; ;2;2;2
1350;2;5;5;2;2;2;2
1351;2;9;4;2;2;2;2
1352;2;5;3; ;2;2;2
1353;1;8;8; ;2;1;2
1354;2;8;3;2;1;2;2
1355;2;2;2;2;2;2;2
1356;2;8;4; ;1;1;2
1357;2;8;8; ;2;2;2
1358;2;3;3; ;2;2;2
1359;2;3;3; ;2;2;2
1360;2;4;3; ;2;2;2
1361;2;8;8; ;2;2;2
1362;2;7;4;2;2;1;2
1363;2;8;8; ;2;2;2
1364;2;4;4;2;2;2;2
1365;2;8;8;2;1;2;2
1366;2;5;3; ;2;2;2
1367;2;3;3; ;2;2;2
1368;2;5;8;2;2;2;2
1369;2;4;4; ;2;1;2
1370;2;3;3;2;2;2;2
1371;2;3;3; ;2;2;2
1372;1;4;3; ;2;2;2
1373;1;2;2; ;2;1;2
1374;1;8;3; ;2;1;2
1375;2;2;2; ;2;2;2
1376;2;4;2; ;2;2;2
1377;2;3;3; ;2;2;2
1378;2;3;8; ;2;2;2
1379;2;4;4; ;2;2;2
1380;2;9;9; ;2;1;2
1381;2;3;3;2;2;2;2
1382;2;2;3; ;2;2;2
1383;2;9;4;2;2;2;2
1384;2;3;3; ;2;2;2
1385;2;3;3; ;2;2;2
1386;2;8;8; ;2;2;2
1387;2;9;5; ;2;2;2
1388;2;4;4; ;2;2;2
1389;2;6;7; ;2;2;2
1390;2;2;2; ;2;2;2
1391;2;3;3; ;2;2;2
1392;2;5;5; ;2;2;2
1393;2;3;4; ;2;2;2
1394;2;5;3; ;2;2;2
1395;2;4;4; ;2;2;2
1396;2;9;3; ;2;2;2
1397;2;4;4; ;2;1;2
1398;2;9;9;2;2;2;2
1399;2;2;3; ;2;2;2
1400;2;3;3; ;2;1;2
1401;2;2;2; ;2;2;2
1402;2;9;9;2;1;2;2
1403;2;4;5;2;2;2;2
1404;2;4;4; ;2;2;2
1405;2;8;4; ;2;2;2
1406;2;8;8; ;1;2;2
1407;2;3;5;2;2;1;2
1408;2;4;4;2;2;2;2
1409;2;9;9;2;2;1;2
1410;2;7;8; ;2;1;2
1411;2;6;8; ;2;2;2
1412;2;9;2;2;2;2;2
1413;2;4;5; ;2;2;2
1414;2;5;4;1;2;1;2
1415;2;4;4; ;2;2;2
1416;2;9;3;2;2;2;2
1417;2;5;8; ;2;2;2
1418;2;4;3;2;2;2;2
1419;2;4;4; ;2;2;2
1420;2;6;6; ;2;2;2
1421;2;4;4; ;2;2;2
1422;2;4;4;2;2;2;2
1423;2;4;5;2;2;2;2
1424;2;4;4;2;1;1;2
1425;2;5;4;2;2;2;2
1426;2;8;8; ;2;1;2
1427;2;4;4;2;2;1;2
1428;2;8;8; ;2;2;2
1429;2;9;2;2;2;2;2
1430;2;4;4;2;2;1;2
1431;1;8;8; ;2;2;2
1432;1;3;3;2;2;2;2
1433;1;3;5; ;2;2;2
1434;2;3;3;2;2;2;2
1435;2;8;8; ;2;2;2
1436;2;3;6;1;1;2;2
1437;2;3;4;2;2;2;2
1438;2;9;9;2;2;2;2
1439;2;6;3; ;2;2;2
1440;2;2;5;2;2;2;2
1441;2;3;7;2;2;1;2
1442;2;8;8;2;2;2;2
1443;2;5;6;2;2;1;2
1444;2;8;7; ;1;2;2
1445;2;6;3; ;2;2;2
1446;2;8;4; ;2;2;2
1447;2;3;3; ;2;2;2
1448;2;3;3; ;2;2;2
1449;2;6;4; ;2;2;2
1450;2;3;3; ;2;2;2
1451;2;4;4;2;2;2;2
1452;2;3;2; ;2;2;2
1453;2;8;5; ;2;2;2
1454;2;5;5; ;2;1;2
1455;2;3;3; ;2;2;2
1456;2;4;3;2;2;2;2
1457;1;3;3;2;2;2;2
1458;2;4;4;2;2;2;2
1459;2;9;6;2;2;1;2
1460;2;8;3; ;2;2;2
1461;2;8;4;2;2;2;2
1462;2;8;9; ;2;2;2
1463;2;7;7; ;1;1;2
1464;2;4;4;2;2;1;2
1465;2;5;3;2;2;1;2
1466;2;4;4;2;2;2;2
1467;2;7;8; ;2;2;2
1468;2;8;8; ;2;1;2
1469;2;3;9;2;2;2;2
1470;2;3;3;2;2;1;2
1471;2;3;3; ;2;1;2
1472;2;4;4; ;2;2;2
1473;2;3;4;2;2;2;2
1474;2;3;3; ;2;1;2
1475;2;7;8; ;2;1;2
1476;2;9;4; ;2;2;2
1477;2;7;3;2;1;1;2
1478;2;5;6;2;1;2;2
1479;2;3;3;1;2;1;2
1480;2;7;3; ;2;2;2
1481;2;8;8; ;2;1;2
1482;2;5;6; ;2;1;2
1483;1;5;8; ;2;2;2
1484;2;4;4;2;2;1;2
1485;2;3;3;2;2;2;2
1486;2;9;9; ;2;2;2
1487;2;3;3; ;2;1;2
1488;2;3;3;2;2;2;2
1489;2;2;3;2;2;1;2
1490;2;4;7;2;2;1;2
1491;2;3;7; ;2;2;2
1492;2;8;8; ;2;2;2
1493;2;3;3;2;2;1;2
1494;1;3;4; ;2;2;2
1495;1;9;2;2;2;2;2
1496;2;9;5; ;2;1;2
1497;2;3;3;2;2;2;2
1498;2;6;6; ;2;1;2
1499;2;3;2; ;2;2;2
1500;2;4;2; ;2;2;2
1501;2;5;5; ;2;2;2
1502;2;6;4; ;2;2;2
1503;2;3;4; ;2;2;2
1504;2;3;2; ;2;2;2
1505;2;3;3; ;2;2;2
1506;2;6;5; ;2;2;2
1507;2;3;3; ;2;2;2
1508;2;7;8; ;2;1;2
1509;2;8;8; ;2;2;2
1510;2;3;3; ;2;2;2
1511;2;8;8; ;2;2;2
1512;2;4;5; ;2;1;2
1513;2;2;2; ;2;2;2
1514;2;5;4; ;2;2;2
1515;1;8;6; ;2;2;2
1516;1;3;3;2;2;2;2
1517;2;5;4;2;2;2;2
1518;2;4;4; ;2;2;2
1519;2;9;9; ;2;2;2
1520;2;9;9;2;2;2;2
1521;2;9;9;2;2;2;2
1522;2;7;4; ;2;1;2
1523;2;4;7;2;2;1;2
1524;2;3;8; ;1;1;2
1525;2;9;3;2;2;2;2
1526;2;5;4;2;2;2;2
1527;2;8;4; ;2;2;2
1528;2;4;9; ;2;2;2
1529;2;5;7; ;2;2;2
1530;2;3;3;2;2;2;2
1531;1;8;8; ;2;2;2
1532;1;4;8; ;2;2;2
1533;2;9;6; ;2;2;2
1534;2;3;3;2;2;2;2
1535;2;5;6; ;2;2;2
1536;2;3;3;2;2;2;2
1537;2;9;9; ;2;2;2
1538;2;9;9; ;1;2;2
1539;2;5;6; ;2;2;2
1540;2;3;3;2;2;1;2
1541;2;4;5; ;2;2;2
1542;2;3;8; ;2;2;2
1543;1;8;8; ;2;1;2
1544;1;3;3; ;2;1;2
1545;2;7;6;2;2;2;2
1546;2;2;9;2;2;2;2
1547;2;3;3; ;2;2;2
1548;2;2;2; ;2;2;2
1549;2;3;6; ;2;2;2
1550;2;4;3; ;2;2;2
1551;2;3;3; ;2;2;2
1552;2;2;2;2;2;2;2
1553;2;3;3; ;2;2;2
1554;2;3;3; ;2;2;2
1555;1;4;4;2;2;2;2
1556;2;4;7;2;2;1;2
1557;2;4;3; ;2;2;2
1558;2;7;3; ;2;1;2
1559;2;7;7;2;2;1;2
1560;2;5;4;2;2;2;2
1561;2;5;6;2;1;1;2
1562;2;4;8; ;1;1;2
1563;2;3;3;2;1;1;2
1564;2;5;5;2;2;2;2
1565;2;8;5;2;2;2;2
1566;2;9;9;2;2;1;2
1567;2;8;7;2;1;2;2
1568;2;9;9; ;2;2;2
1569;2;4;6;2;2;2;2
1570;2;3;8; ;2;2;2
1571;1;6;4; ;2;2;2
1572;2;8;6; ;1;1;2
1573;2;7;7; ;2;2;2
1574;2;9;9;2;2;2;2
1575;2;8;7; ;2;2;2
1576;2;9;9;2;2;2;2
1577;2;8;8; ;2;2;2
1578;2;8;8; ;2;2;2
1579;2;5;5; ;2;2;2
1580;2;7;7; ;2;1;2
1581;2;6;6;2;2;2;2
1582;2;6;3;2;2;2;2
1583;2;6;6;2;2;2;2
1584;2;2;2;2;2;2;2
1585;2;6;6; ;2;2;2
1586;2;9;9; ;2;2;2
1587;2;4;4;2;2;1;2
1588;2;3;3;2;2;2;2
1589;2;8;4; ;2;1;2
1590;2;3;3; ;2;2;2
1591;2;2;3; ;2;2;2
1592;2;6;3; ;2;2;2
1593;1;4;8; ;2;2;2
1594;1;4;4; ;2;2;2
1595;2;2;4;2;1;2;2
1596;2;3;3;2;2;1;2
1597;2;8;8;2;1;2;2
1598;2;3;4; ;2;2;2
1599;2;6;4;2;2;1;2
1600;2;3;3; ;2;2;2
1601;2;3;3; ;2;2;2
1602;2;3;4;2;2;2;2
1603;2;4;4;2;2;1;2
1604;2;6;8; ;2;2;2
1605;2;8;8; ;2;1;2
1606;2;9;3; ;2;2;2
1607;2;4;4; ;2;2;2
1608;2;3;5;2;2;1;2
1609;2;3;3;2;2;1;2
1610;2;5;3;2;1;2;2
1611;2;7;8; ;2;2;2
1612;2;4;8;2;2;2;2
1613;2;8;8; ;1;1;2
1614;2;3;6; ;2;2;2
1615;2;6;8; ;2;2;2
1616;2;4;3; ;2;2;2
1617;2;3;3;2;2;1;2
1618;1;7;3; ;2;1;2
1619;1;3;5; ;2;2;2
1620;2;8;4;2;2;2;2
1621;2;2;2; ;2;2;2
1622;2;5;5;2;2;1;2
1623;1;9;4;2;2;2;2
1624;1;9;9;2;2;2;2
1625;2;7;4; ;2;2;2
1626;2;7;7;2;2;2;2
1627;2;5;8;2;1;2;2
1628;2;8;6; ;2;1;2
1629;2;3;2;2;2;1;2
1630;2;6;4;2;2;2;2
1631;2;8;4;2;2;1;2
1632;2;6;4;2;2;1;2
1633;2;9;5;1;2;2;2
1634;2;7;6;2;2;1;2
1635;2;8;5;2;2;2;2
1636;2;4;4; ;2;2;2
1637;2;4;8;2;2;1;2
1638;2;3;8;2;2;2;2
1639;2;5;5;2;2;1;2
1640;2;3;7; ;2;1;2
1641;2;6;4; ;2;2;2
1642;2;3;3; ;2;2;2
1643;2;8;7; ;2;1;2
1644;2;4;4;2;1;1;2
1645;2;5;8; ;2;2;2
1646;2;3;2;2;2;1;2
1647;2;3;3; ;2;2;2
1648;2;5;4;2;2;2;2
1649;2;9;9; ;2;2;2
1650;2;6;6;2;2;2;2
1651;1;2;3; ;2;1;2
1652;2;8;4; ;2;2;2
1653;2;3;3;2;2;2;2
1654;2;7;4;2;1;2;2
1655;2;4;4;2;2;1;2
1656;2;3;3;2;2;2;2
1657;2;9;6; ;2;1;2
1658;2;3;4;2;2;2;2
1659;2;3;3;2;2;2;2
1660;2;4;4; ;2;2;2
1661;2;9;4;2;2;2;2
1662;2;4;4; ;2;2;2
1663;2;3;6; ;2;2;2
1664;2;3;3;2;2;2;2
1665;2;3;9;2;2;2;2
1666;2;3;6; ;2;2;2
1667;2;8;6; ;2;2;2
1668;2;2;2; ;2;1;2
1669;2;5;4;2;2;2;2
1670;2;6;8; ;2;2;2
1671;2;4;8;1;2;2;2
1672;2;2;2;2;2;2;2
1673;2;4;2;2;2;2;2
1674;2;8;8; ;2;1;2
1675;2;3;3; ;2;2;2
1676;1;9;8; ;2;1;2
1677;2;3;3; ;2;2;2
1678;2;6;6; ;2;2;2
1679;2;5;5; ;2;2;2
1680;2;9;8; ;2;2;2
1681;2;3;3; ;2;2;2
